1    | 2020 | JUNE       | 12  | 40000.0   | 12000.0
2    | 2020 | JUNE       | 13  | 50000.0   | 13000.0
3    | 2020 | JUNE       | 14  | 60000.0   | 2000.0
4    | 2020 | JUNE       | 15  | 44000.0   | 1000.0
5    | 2020 | JUNE       | 16  | 47000.0   | 11000.0
6    | 2020 | JUNE       | 17  | 49000.0   | 10000.0
8    | 2020 | JUNE       | 19  | 70000.0   | 3000.0
9    | 2020 | JUNE       | 20  | 60000.0   | 2000.0
10   | 2020 | JUNE       | 21  | 30000.0   | 1500.0
11   | 2020 | JUNE       | 4   | 30000.0   | 1500.0
12   | 2020 | JUNE       | 5   | 30000.0   | 1500.0
13   | 2020 | JUNE       | 6   | 30000.0   | 1500.0
14   | 2020 | JUNE       | 7   | 30000.0   | 1500.0
15   | 2020 | JUNE       | 8   | 30000.0   | 1500.0
16   | 2020 | JUNE       | 9   | 30000.0   | 1500.0
17   | 2020 | JUNE       | 10  | 30000.0   | 1500.0
18   | 2020 | JUNE       | 11  | 30000.0   | 1500.0
19   | 2020 | JULY       | 12  | 50000.0   | 12000.0
20   | 2020 | JULY       | 13  | 40000.0   | 20000.0
21   | 2020 | JULY       | 14  | 30000.0   | 12000.0
22   | 2020 | JULY       | 15  | 60000.0   | 12000.0
23   | 2020 | JULY       | 16  | 70000.0   | 12000.0
24   | 2020 | JULY       | 17  | 80000.0   | 12000.0
25   | 2020 | JULY       | 18  | 90000.0   | 12000.0
26   | 2020 | JULY       | 19  | 40000.0   | 12000.0
27   | 2020 | JULY       | 20  | 60000.0   | 12000.0
28   | 2020 | JULY       | 21  | 30000.0   | 12000.0
29   | 2020 | JULY       | 4   | 50000.0   | 1500.0
30   | 2020 | JULY       | 5   | 30000.0   | 1500.0
31   | 2020 | JULY       | 6   | 40000.0   | 1500.0
32   | 2020 | JULY       | 7   | 70000.0   | 1500.0
33   | 2020 | JULY       | 8   | 30000.0   | 1500.0
34   | 2020 | JULY       | 9   | 50000.0   | 1500.0
35   | 2020 | JULY       | 10  | 60000.0   | 1500.0
36   | 2020 | JULY       | 11  | 70000.0   | 1500.0
37   | 2020 | AUGUST     | 7   | 77777.0   | 1500.0
38   | 2020 | AUGUST     | 13  | 115200.0  | 23000.0
39   | 2020 | AUGUST     | 10  | 38400.0   | 15000.0
40   | 2020 | AUGUST     | 12  | 64000.0   | 10000.0
